,0,1
198,1651.0,1351.0
199,1678.0,1258.0
200,1552.0,1300.0
201,1468.0,1097.0
202,2014.0,1538.0
203,1432.0,1032.0
204,1432.0,1025.0
205,1683.0,1252.0
206,1741.0,1456.0
207,1311.0,1091.0
208,1001.0,800.0
209,1433.0,1202.0
210,1644.0,1468.0
211,1468.0,1272.0
212,1748.0,1538.0
213,1380.0,1070.0
214,1488.0,1170.0
215,1909.0,1638.0
216,1737.0,1396.0
217,1625.0,1460.0
218,1770.0,1586.0
219,1582.0,1140.0
220,1869.0,1264.0
221,1690.0,1245.0
222,1675.0,1407.0
223,1481.0,1231.0
224,2044.0,1514.0
225,1468.0,1216.0
226,1684.0,1161.0
227,2570.0,2040.0
228,1546.0,1020.0
229,1674.0,1484.0
230,1393.0,1100.0
231,1794.0,1590.0
232,1424.0,988.0
233,1992.0,1693.0
234,1662.0,1371.0
235,1299.0,1008.0
236,1660.0,1565.0
237,2920.0,2320.0
238,1751.0,1181.0
239,2570.0,2040.0
240,1389.0,1161.0
241,1067.0,994.0
242,1664.0,1179.0
243,1453.0,807.0
244,1762.0,1566.0
245,1986.0,1258.0
246,2031.0,1366.0
247,1639.0,1216.0
248,1515.0,1381.0
249,1678.0,1352.0
250,1854.0,1425.0
251,1329.0,1059.0
252,1935.0,1488.0
253,1433.0,1263.0
254,2570.0,2040.0
255,1566.0,1366.0
256,1270.0,999.0
257,2056.0,1398.0
258,1550.0,1279.0
259,1538.0,1492.0
260,1304.0,1111.0
261,1851.0,1290.0
262,2920.0,2320.0
263,1661.0,1356.0
264,1941.0,1484.0
265,1693.0,1155.0
266,1736.0,1391.0
267,1564.0,1437.0
268,2044.0,1514.0
269,1240.0,735.0
270,1099.0,945.0
271,1688.0,1302.0
272,1981.0,1573.0
273,1611.0,1662.0
274,1762.0,1603.0
275,1141.0,774.0
276,1179.0,961.0
277,1051.0,819.0
278,1679.0,1252.0
279,2101.0,1660.0
280,1463.0,1125.0
281,2022.0,1215.0
282,1446.0,1242.0
283,1633.0,1463.0
284,1687.0,1430.0
285,1134.0,1127.0
286,1068.0,992.0
287,1570.0,1178.0
288,2510.0,2000.0
289,1515.0,1808.0
290,1790.0,1468.0
291,1510.0,1482.0
292,1352.0,1501.0
293,1938.0,1484.0
294,2042.0,1258.0
295,1356.0,960.0
296,1208.0,916.0
297,1720.0,1566.0
298,1693.0,1363.0
299,1910.0,1268.0
300,1780.0,1357.0
301,1382.0,972.0
302,1306.0,884.0
303,1753.0,1359.0
304,1902.0,1300.0
305,1446.0,1441.0
306,1769.0,1323.0
307,1579.0,1214.0
308,2599.0,2172.0
309,1649.0,1441.0
310,1984.0,1418.0
311,1392.0,1184.0
312,1511.0,1199.0
313,1668.0,1435.0
314,1467.0,1030.0
315,1566.0,1384.0
316,1404.0,1064.0
317,1043.0,940.0
318,1452.0,1321.0
319,2044.0,1514.0
320,1649.0,1099.0
321,1122.0,894.0
322,2143.0,1404.0
323,2970.0,2460.0
324,1620.0,1159.0
325,2022.0,2022.0
326,1380.0,1109.0
327,1480.0,1113.0
328,1678.0,1258.0
329,1566.0,1468.0
330,1733.0,1200.0
331,2614.0,2164.0
332,1840.0,1564.0
333,1167.0,1223.0
334,1600.0,1387.0
335,1417.0,1057.0
336,1101.0,800.0
337,1662.0,1300.0
338,1550.0,1300.0
339,1025.0,832.0
340,1700.0,1523.0
341,1510.0,1090.0
342,2196.0,1930.0
343,2044.0,1514.0
344,1423.0,1099.0
345,1685.0,1619.0
346,1586.0,1104.0
347,1451.0,1066.0
348,1691.0,1302.0
349,1797.0,1208.0
350,1872.0,1430.0
351,2920.0,2320.0
352,1819.0,1312.0
353,1504.0,1449.0
354,1662.0,1361.0
355,1813.0,1436.0
356,1469.0,1065.0
357,1763.0,1190.0
358,1320.0,1196.0
359,1387.0,1359.0
360,2044.0,1514.0
361,1555.0,1245.0
362,2035.0,1767.0
363,1636.0,1102.0
364,1195.0,906.0
365,1876.0,1561.0
366,1287.0,1105.0
367,1171.0,956.0
368,2354.0,1649.0
369,2041.0,1755.0
370,1667.0,1338.0
371,1037.0,622.0
372,1549.0,1197.0
373,1681.0,1310.0
374,1865.0,1412.0
375,1886.0,1287.0
376,2044.0,1514.0
377,1802.0,1543.0
378,1591.0,983.0
379,1554.0,1179.0
380,1407.0,905.0
381,1444.0,1212.0
382,1171.0,800.0
383,1592.0,1379.0
384,1662.0,1377.0
385,2044.0,1514.0
386,1849.0,1438.0
387,1516.0,1082.0
388,2042.0,1566.0
389,1646.0,1465.0
390,1683.0,1256.0
391,1313.0,1199.0
392,1902.0,1510.0
393,2970.0,2460.0
394,1496.0,1095.0
395,1440.0,1188.0
396,1503.0,1323.0
397,1864.0,1480.0
398,1783.0,1240.0
399,961.0,1063.0
400,1987.0,1396.0
401,1989.0,1305.0
402,1944.0,1286.0
403,2044.0,1514.0
404,2044.0,1514.0
405,1142.0,1041.0
406,1914.0,1609.0
407,1450.0,919.0
408,1562.0,1246.0
409,1197.0,800.0
410,1580.0,1286.0
411,909.0,820.0
412,1773.0,1579.0
413,2570.0,2040.0
414,1535.0,1108.0
415,1438.0,1150.0
416,1557.0,966.0
417,1821.0,1368.0
418,2112.0,1657.0
419,1585.0,1338.0
420,1580.0,1748.0
421,1423.0,1197.0
422,1644.0,1460.0
423,1265.0,959.0
424,1352.0,1094.0
425,1603.0,1171.0
426,1818.0,1160.0
427,1936.0,1456.0
428,1789.0,1540.0
429,1313.0,1171.0
430,1654.0,1233.0
431,1814.0,1350.0
432,2570.0,2040.0
433,1899.0,1492.0
434,1678.0,1566.0
435,1006.0,622.0
436,1650.0,1382.0
437,1467.0,1184.0
438,1331.0,1023.0
439,1478.0,1020.0
440,2570.0,2040.0
441,895.0,831.0
442,1588.0,1087.0
443,1930.0,1650.0
444,1274.0,848.0
445,1683.0,1707.0
446,1444.0,1133.0
447,2047.0,1257.0
448,1678.0,1720.0
449,2920.0,2320.0
450,1678.0,1267.0
451,1480.0,1197.0
452,1838.0,1744.0
453,1454.0,1227.0
454,1387.0,1056.0
455,1531.0,1135.0
456,1988.0,1629.0
457,1743.0,1371.0
458,1137.0,888.0
459,1478.0,1002.0
460,1524.0,996.0
461,1627.0,1254.0
462,1661.0,1308.0
463,2220.0,1940.0
464,1673.0,1424.0
465,1157.0,980.0
466,1620.0,1256.0
467,1649.0,1258.0
468,1762.0,1272.0
469,1495.0,1215.0
470,1377.0,876.0
471,1267.0,1106.0
472,1731.0,1544.0
473,1250.0,947.0
474,1276.0,1207.0
475,1629.0,1092.0
476,1236.0,998.0
477,1084.0,1027.0
478,1917.0,1268.0
479,1519.0,1118.0
480,1082.0,1205.0
481,2920.0,2320.0
482,1529.0,1297.0
483,1398.0,1048.0
484,1933.0,1556.0
485,1643.0,1237.0
486,1473.0,1445.0
487,1499.0,1056.0
488,1627.0,1397.0
489,1682.0,1588.0
490,1463.0,1063.0
491,1495.0,1144.0
492,1896.0,1667.0
493,1627.0,1388.0
494,1271.0,1080.0
495,2422.0,2280.0
496,1545.0,960.0
497,1541.0,1025.0
498,1860.0,1664.0
499,1734.0,1356.0
500,2140.0,1412.0
501,1288.0,1096.0
502,2040.0,2570.0
503,1667.0,1412.0
504,1197.0,1086.0
505,1790.0,1510.0
506,1346.0,1141.0
507,1354.0,1050.0
508,1787.0,1362.0
509,2056.0,1365.0
510,1323.0,965.0
511,1833.0,1266.0
512,2305.0,1630.0
513,1480.0,1135.0
514,1014.0,801.0
515,1600.0,1087.0
516,1455.0,1506.0
517,1554.0,1246.0
518,1612.0,1341.0
519,1785.0,1031.0
520,1395.0,1096.0
521,1620.0,1200.0
522,2211.0,1480.0
523,2970.0,2460.0
524,1486.0,1207.0
525,1759.0,1292.0
526,1606.0,1108.0
527,1438.0,1319.0
528,1068.0,1000.0
529,1557.0,1070.0
530,1559.0,1195.0
531,1188.0,1104.0
532,1270.0,960.0
533,1664.0,1328.0
534,1537.0,1106.0
535,1554.0,1075.0
536,1678.0,1258.0
537,1339.0,1104.0
538,1986.0,1510.0
539,1496.0,1205.0
540,1458.0,1412.0
541,2570.0,2040.0
542,1570.0,1295.0
543,2970.0,2460.0
544,2570.0,2040.0
545,1333.0,982.0
546,1291.0,800.0
547,1899.0,1576.0
548,1637.0,1236.0
549,1622.0,1100.0
550,1959.0,1304.0
551,1136.0,1033.0
552,1506.0,1024.0
553,1167.0,819.0
554,1597.0,1290.0
555,1565.0,910.0
556,1967.0,1609.0
557,1546.0,1323.0
558,1804.0,1412.0
559,1621.0,1113.0
560,1561.0,1265.0
561,1678.0,1482.0
562,1925.0,1567.0
563,1507.0,1590.0
564,1526.0,1172.0
565,1986.0,1356.0
566,1678.0,1258.0
567,1376.0,1075.0
568,2970.0,2460.0
569,1737.0,1524.0
570,1584.0,1076.0
571,2970.0,2460.0
572,1854.0,1258.0
573,1787.0,1472.0
574,1430.0,1068.0
575,1674.0,1214.0
576,1436.0,1111.0
577,921.0,800.0
578,1411.0,1411.0
579,1323.0,1259.0
580,2022.0,2022.0
581,1785.0,1532.0
582,1372.0,892.0
583,2164.0,1714.0
584,1546.0,1458.0
585,1693.0,1332.0
586,2239.0,1353.0
587,1762.0,1496.0
588,2164.0,1714.0
589,2044.0,1514.0
590,1719.0,1341.0
591,1706.0,1720.0
592,1620.0,1327.0
593,2056.0,1272.0
594,1647.0,1386.0
595,1936.0,1456.0
596,2044.0,1514.0
597,1594.0,1308.0
598,1468.0,1258.0
599,1770.0,1351.0
600,1498.0,1214.0
601,1663.0,1503.0
602,1385.0,1252.0
603,2073.0,1415.0
604,1919.0,1613.0
605,1753.0,1262.0
606,1461.0,992.0
607,2570.0,2040.0
608,2614.0,2164.0
609,1412.0,1148.0
610,1387.0,1032.0
611,1602.0,1164.0
612,2970.0,2460.0
613,1348.0,875.0
614,1497.0,1070.0
615,1933.0,1338.0
616,1496.0,1342.0
617,2174.0,1628.0
618,1358.0,952.0
619,1087.0,938.0
620,1515.0,1543.0
621,1497.0,1220.0
622,1373.0,1012.0
623,1396.0,1102.0
624,1514.0,1402.0
625,1424.0,1393.0
626,1200.0,1084.0
627,1972.0,1202.0
628,2570.0,2040.0
629,1624.0,1294.0
630,1537.0,988.0
631,1849.0,1565.0
632,1766.0,1212.0
633,1414.0,1113.0
634,2570.0,2040.0
635,2920.0,2320.0
636,1643.0,1209.0
637,1435.0,1070.0
638,1766.0,1167.0
639,1402.0,924.0
640,1930.0,1762.0
641,1747.0,1494.0
642,1923.0,1433.0
643,1319.0,1048.0
644,1693.0,980.0
645,1413.0,1151.0
646,1636.0,1199.0
647,1512.0,1134.0
648,2920.0,2320.0
649,1718.0,1455.0
650,1517.0,1096.0
651,1363.0,1020.0
652,1441.0,1045.0
653,1253.0,1099.0
654,1757.0,1352.0
655,1614.0,1480.0
656,2970.0,2460.0
657,1406.0,981.0
658,1680.0,1263.0
659,2044.0,1514.0
660,1691.0,1237.0
661,1696.0,1362.0
662,1230.0,1128.0
663,1306.0,1104.0
664,1623.0,1316.0
665,2194.0,1510.0
666,1847.0,1249.0
667,1586.0,1152.0
668,1957.0,1210.0
669,1123.0,1002.0
670,1469.0,1145.0
671,1949.0,1390.0
672,1378.0,946.0
673,2614.0,2164.0
674,1666.0,1281.0
675,1992.0,1481.0
676,2097.0,1707.0
677,1418.0,1226.0
678,1120.0,1019.0
679,1495.0,1201.0
680,1398.0,1048.0
681,1650.0,1574.0
682,1972.0,1202.0
683,1781.0,1781.0
684,1594.0,1622.0
685,1734.0,1692.0
686,1238.0,948.0
687,1266.0,1033.0
688,1709.0,1448.0
689,1469.0,1022.0
690,990.0,1061.0
691,1640.0,1240.0
692,1693.0,1202.0
693,1370.0,899.0
694,1754.0,1568.0
695,1861.0,1509.0
696,1668.0,1657.0
697,1292.0,961.0
698,1257.0,1185.0
699,1151.0,800.0
700,1750.0,1343.0
701,1261.0,1359.0
702,1864.0,1321.0
703,1998.0,1816.0
704,1542.0,1169.0
705,1320.0,1315.0
706,1862.0,1470.0
707,1384.0,1286.0
708,1776.0,1426.0
709,1510.0,1358.0
710,1688.0,1289.0
711,1865.0,1375.0
712,1575.0,1016.0
713,1454.0,1160.0
714,1699.0,1286.0
715,1656.0,1572.0
716,1115.0,907.0
717,1881.0,1399.0
718,2136.0,1526.0
719,1451.0,1118.0
720,1504.0,1128.0
721,949.0,643.0
722,1413.0,1386.0
723,1590.0,1261.0
724,1192.0,937.0
725,1727.0,1788.0
726,2570.0,2040.0
727,1907.0,1489.0
728,1397.0,1085.0
729,1663.0,1287.0
730,1736.0,1104.0
731,1650.0,1776.0
732,1625.0,1326.0
733,1511.0,1438.0
734,1486.0,1216.0
735,1720.0,1272.0
736,1282.0,951.0
737,2099.0,1596.0
738,1492.0,1119.0
739,2516.0,1608.0
740,1550.0,1123.0
741,1933.0,1502.0
742,1678.0,1580.0
743,2051.0,1597.0
744,1279.0,1048.0
745,2154.0,1258.0
746,1663.0,1118.0
747,1921.0,1743.0
748,1483.0,1268.0
749,1303.0,1023.0
750,2255.0,1651.0
751,2044.0,1514.0
752,2106.0,1849.0
753,1429.0,867.0
754,1611.0,1028.0
755,1367.0,1187.0
756,1517.0,1229.0
757,1389.0,1244.0
758,1172.0,991.0
759,2570.0,2040.0
760,1802.0,1282.0
761,1790.0,1258.0
762,1551.0,1355.0
763,1402.0,926.0
764,1734.0,1440.0
765,1266.0,1022.0
766,2510.0,2000.0
767,2570.0,2040.0
768,1561.0,1358.0
769,2044.0,1514.0
770,1708.0,1464.0
771,1533.0,1242.0
772,1878.0,1577.0
773,2044.0,1514.0
774,2227.0,2048.0
775,1905.0,1307.0
776,2920.0,2320.0
777,1459.0,1441.0
778,1355.0,1157.0
779,1853.0,1415.0
780,1712.0,1315.0
781,1640.0,1493.0
782,1975.0,1316.0
783,931.0,800.0
784,2970.0,2460.0
785,1735.0,1528.0
786,1556.0,1218.0
787,1351.0,1202.0
788,2044.0,1514.0
789,1759.0,1232.0
790,1362.0,1232.0
791,1776.0,1384.0
792,1354.0,1406.0
793,1305.0,1120.0
794,1721.0,1119.0
795,1591.0,1187.0
796,1611.0,1019.0
797,1325.0,1015.0
798,1566.0,1142.0
799,1846.0,1188.0
800,1573.0,1104.0
801,2011.0,1699.0
802,1504.0,1239.0
803,1490.0,1324.0
804,1584.0,1598.0
805,1666.0,1356.0
806,1678.0,1258.0
807,1332.0,1148.0
808,1061.0,960.0
809,1139.0,945.0
810,1227.0,1025.0
811,1775.0,1175.0
812,2270.0,1820.0
813,1735.0,1528.0
814,2570.0,2040.0
815,1369.0,1553.0
816,1411.0,1098.0
817,1179.0,850.0
818,1950.0,1477.0
819,1517.0,1545.0
820,1947.0,1568.0
821,1524.0,1350.0
822,1534.0,1235.0
823,1373.0,1015.0
824,1643.0,1274.0
825,1729.0,1208.0
826,1940.0,1315.0
827,1594.0,1450.0
828,1332.0,1146.0
829,1774.0,1402.0
830,2044.0,1514.0
831,1246.0,875.0
832,1719.0,1256.0
833,1430.0,1389.0
834,2558.0,1645.0
835,2920.0,2320.0
836,1194.0,1012.0
837,1479.0,1159.0
838,1365.0,1269.0
839,1605.0,1294.0
840,1677.0,1526.0
841,1370.0,962.0
842,1285.0,1067.0
843,1608.0,1300.0
844,1794.0,1337.0
845,1637.0,1320.0
846,1160.0,807.0
847,1752.0,1667.0
848,1538.0,1272.0
849,1611.0,1427.0
850,1496.0,1510.0
851,1619.0,1140.0
852,1269.0,813.0
853,2175.0,1560.0
854,1667.0,1197.0
855,1663.0,1404.0
856,1193.0,991.0
857,1743.0,1392.0
858,1617.0,1393.0
859,1652.0,1119.0
860,2000.0,1314.0
861,1099.0,800.0
862,1341.0,1296.0
863,1290.0,1305.0
864,1524.0,1412.0
865,1630.0,1343.0
866,1834.0,1417.0
867,2970.0,2460.0
868,1243.0,1224.0
869,1775.0,1488.0
870,2614.0,2164.0
871,973.0,829.0
872,1681.0,1146.0
873,1548.0,1545.0
874,1113.0,1016.0
875,1628.0,1450.0
876,2222.0,1536.0
877,2203.0,1481.0
878,1265.0,832.0
879,1818.0,1188.0
880,1365.0,1059.0
881,2570.0,2040.0
882,1564.0,1219.0
883,1839.0,1400.0
884,2317.0,1854.0
885,1370.0,1132.0
886,2044.0,1514.0
887,1930.0,1752.0
888,2013.0,1398.0
889,961.0,800.0
890,1125.0,912.0
891,1678.0,1258.0
892,1883.0,1410.0
893,1360.0,838.0
894,1936.0,1485.0
895,1530.0,1140.0
896,1487.0,778.0
897,1403.0,1023.0
898,1455.0,1393.0
899,1804.0,1761.0
900,1653.0,1456.0
901,2224.0,1986.0
902,1643.0,1306.0
903,2010.0,1895.0
904,1539.0,1506.0
905,2208.0,1491.0
906,1246.0,800.0
907,1382.0,965.0
908,1539.0,1160.0
909,1665.0,1177.0
910,1667.0,1568.0
911,1765.0,1253.0
912,1828.0,1448.0
913,1330.0,1286.0
914,2570.0,2040.0
915,1306.0,1089.0
916,1414.0,966.0
917,1606.0,1311.0
918,2570.0,2040.0
919,1412.0,1082.0
920,1326.0,999.0
921,1658.0,1316.0
922,1194.0,1005.0
923,1553.0,1440.0
924,1664.0,1440.0
925,1485.0,903.0
926,1565.0,1251.0
927,2970.0,2460.0
928,2570.0,2040.0
929,1888.0,1160.0
930,1944.0,1468.0
931,1494.0,1208.0
932,2970.0,2460.0
933,1437.0,947.0
934,2044.0,1514.0
935,2189.0,1407.0
936,2432.0,2019.0
937,1457.0,1240.0
938,2044.0,1514.0
939,1451.0,903.0
940,1463.0,1272.0
941,1744.0,1202.0
942,1723.0,1315.0
943,2044.0,1514.0
944,1275.0,1028.0
945,1858.0,1231.0
946,929.0,768.0
947,2970.0,2460.0
948,1406.0,933.0
949,1400.0,1273.0
950,2044.0,1514.0
951,2570.0,2040.0
952,1053.0,867.0
953,2614.0,2164.0
954,1885.0,1158.0
955,1497.0,1454.0
956,1661.0,977.0
957,1409.0,1025.0
958,1310.0,1114.0
959,2044.0,1514.0
960,2014.0,1258.0
961,1678.0,1258.0
962,1694.0,1160.0
963,1482.0,1244.0
964,1289.0,1372.0
965,1489.0,1240.0
966,1679.0,1063.0
967,1216.0,880.0
968,1585.0,1058.0
969,1618.0,1331.0
970,2168.0,1748.0
971,1311.0,1165.0
972,1217.0,1282.0
973,1264.0,1062.0
974,1611.0,1307.0
975,1698.0,1208.0
976,2044.0,1514.0
977,1776.0,1412.0
978,1976.0,1541.0
979,1554.0,1277.0
980,1279.0,912.0
981,1738.0,1254.0
982,1680.0,1247.0
983,2353.0,1876.0
984,1786.0,1529.0
985,1720.0,1328.0
986,1560.0,1490.0
987,2044.0,1514.0
988,1914.0,1147.0
989,1459.0,1322.0
990,1639.0,1562.0
991,1603.0,1242.0
992,1874.0,1371.0
993,1715.0,1182.0
994,1510.0,882.0
995,1708.0,1380.0
996,1726.0,1170.0
997,2125.0,1760.0
998,1846.0,1314.0
999,2012.0,1682.0
1000,1900.0,1050.0
1001,1598.0,1117.0
1002,1325.0,849.0
1003,2044.0,1514.0
1004,1086.0,783.0
1005,1344.0,1164.0
1006,1512.0,1287.0
1007,1396.0,1159.0
1008,1447.0,1118.0
1009,1832.0,1678.0
1010,1113.0,984.0
1011,1155.0,836.0
1012,1218.0,1326.0
1013,1295.0,939.0
1014,1805.0,1185.0
1015,1887.0,1228.0
1016,1396.0,963.0
1017,2920.0,2320.0
1018,1186.0,992.0
1019,1813.0,1336.0
1020,1217.0,912.0
1021,1286.0,908.0
1022,1576.0,1227.0
1023,1832.0,1734.0
1024,1221.0,865.0
1025,2044.0,1514.0
1026,1713.0,1126.0
1027,2970.0,2460.0
1028,2141.0,1784.0
1029,1426.0,1216.0
1030,1675.0,1244.0
1031,1796.0,1397.0
1032,1627.0,1705.0
1033,1741.0,1460.0
1034,1250.0,957.0
1035,1324.0,877.0
1036,1568.0,1152.0
1037,1545.0,1451.0
1038,1524.0,1622.0
1039,1340.0,1048.0
1040,1275.0,1584.0
1041,1466.0,1379.0
1042,1815.0,1163.0
1043,1543.0,1018.0
1044,1728.0,1460.0
1045,1662.0,1395.0
1046,1603.0,1244.0
1047,1903.0,1826.0
1048,1594.0,1300.0
1049,1387.0,1102.0
1050,1058.0,931.0
1051,1483.0,1088.0
1052,1489.0,1012.0
1053,1228.0,1230.0
1054,1793.0,1468.0
1055,969.0,1175.0
1056,2510.0,2000.0
1057,1743.0,1412.0
1058,1653.0,1259.0
1059,1442.0,1133.0
1060,1563.0,1439.0
1061,2614.0,2164.0
1062,1894.0,1360.0
1063,2059.0,1654.0
1064,1425.0,1606.0
1065,1946.0,1697.0
1066,1912.0,1462.0
1067,1269.0,1090.0
1068,1466.0,952.0
1069,2928.0,2328.0
1070,1334.0,1174.0
1071,1720.0,1392.0
1072,1816.0,1588.0
1073,1379.0,1097.0
1074,1860.0,1314.0
1075,1370.0,1034.0
1076,1370.0,1062.0
1077,1277.0,1059.0
1078,1413.0,1086.0
1079,1559.0,1291.0
1080,1461.0,800.0
1081,1426.0,1241.0
1082,1883.0,1373.0
1083,1850.0,1461.0
1084,2112.0,1510.0
1085,1454.0,935.0
1086,2970.0,2460.0
1087,1015.0,897.0
1088,1567.0,1163.0
1089,1823.0,1615.0
1090,2038.0,1442.0
1091,1895.0,1446.0
1092,1549.0,1144.0
1093,1155.0,866.0
1094,2044.0,1514.0
1095,1317.0,882.0
1096,2007.0,1345.0
1097,1350.0,1091.0
1098,2570.0,2040.0
1099,1613.0,1389.0
1100,2000.0,1591.0
1101,1649.0,1400.0
1102,1629.0,1268.0
1103,1695.0,1414.0
1104,2040.0,2570.0
1105,2044.0,1514.0
1106,1762.0,1463.0
1107,1523.0,1105.0
1108,1242.0,1170.0
1109,1677.0,1232.0
1110,1751.0,1312.0
1111,980.0,994.0
1112,1024.0,848.0
1113,1378.0,912.0
1114,1772.0,1585.0
1115,1629.0,1241.0
1116,1384.0,1188.0
1117,1468.0,1524.0
1118,1357.0,1065.0
1119,1886.0,1511.0
1120,2044.0,1514.0
1121,1488.0,1031.0
1122,1622.0,1145.0
1123,1280.0,1124.0
1124,1631.0,1022.0
1125,1296.0,1117.0
1126,1524.0,1090.0
1127,1858.0,1211.0
1128,1701.0,1408.0
1129,2297.0,1415.0
1130,1869.0,1161.0
1131,1378.0,1332.0
1132,1281.0,1019.0
1133,1667.0,1428.0
1134,1737.0,1316.0
1135,1339.0,1068.0
1136,1409.0,1003.0
1137,1846.0,1496.0
1138,1393.0,945.0
1139,1746.0,1449.0
1140,1991.0,1245.0
1141,1387.0,1166.0
1142,1986.0,1468.0
1143,2044.0,1514.0
1144,1758.0,1362.0
1145,1338.0,931.0
1146,1330.0,1095.0
1147,1443.0,1086.0
1148,1064.0,1157.0
1149,2005.0,1528.0
1150,1594.0,1230.0
1151,1058.0,995.0
1152,2126.0,1384.0
1153,2061.0,1596.0
1154,1581.0,1533.0
1155,1486.0,1394.0
1156,1753.0,1156.0
1157,1778.0,1147.0
1158,1977.0,1364.0
1159,2044.0,1514.0
1160,1533.0,1036.0
1161,1972.0,1482.0
1162,1657.0,1324.0
1163,1640.0,1162.0
1164,1538.0,1288.0
